diagram_id,similarity_score,ged_value,max_possible_ged,normalized_ged,semantic_score,structural_score,relationship_score,details,num_edit_operations,edit_operations_summary,variation_type,expected_score_range,modifications,human_score,nodes_key,nodes_student,nodes_matched,nodes_missing,nodes_extra,edges_key,edges_student,edges_wrong_type,system_category,human_category,error,abs_error
student_001,89.85730426994462,2.4832628563046457,22.0,0.11287558437748389,60.154034037675174,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],85.0,7,7,7,0,0,8,8,0,Good,Good,4.8573042699446205,4.8573042699446205
student_002,89.85730426994462,2.4832628563046457,22.0,0.11287558437748389,60.154034037675174,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],90.20091003213437,7,7,7,0,0,8,8,0,Good,Excellent,0.34360576218975325,0.34360576218975325
student_003,89.85730426994462,2.4832628563046457,22.0,0.11287558437748389,60.154034037675174,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],87.21104017475683,7,7,7,0,0,8,8,0,Good,Good,2.6462640951877887,2.6462640951877887
student_004,89.85730426994462,2.4832628563046457,22.0,0.11287558437748389,60.154034037675174,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],90.3306607478567,7,7,7,0,0,8,8,0,Good,Excellent,0.4733564779120769,0.4733564779120769
student_005,89.85730426994462,2.4832628563046457,22.0,0.11287558437748389,60.154034037675174,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",perfect_translation,"[95, 100]",['Translated all elements to Indonesian'],85.0,7,7,7,0,0,8,8,0,Good,Good,4.8573042699446205,4.8573042699446205
student_006,89.61651782395252,2.5490457944571974,22.0,0.1158657179298726,58.45628120005131,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.632241263985634, 'total_attr_cost': 7.738850913445154, 'total_method_cost': 11.297819763422012}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]","['Changed Pelanggan to Klien (synonym)', 'Changed Pesanan to Pemesanan (synonym)', 'Changed Produk to Item (synonym)']",87.54515916915767,7,7,7,0,0,8,8,0,Good,Good,2.0713586547948495,2.0713586547948495
student_007,89.85730426994462,2.4832628563046457,22.0,0.11287558437748389,60.154034037675174,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.15687046945095, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",[],89.20900042736665,7,7,7,0,0,8,8,0,Good,Good,0.6483038425779739,0.6483038425779739
student_008,89.62122475654988,2.5477564714848997,22.0,0.11580711234022271,59.1391003557614,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.44105190038681, 'total_attr_cost': 7.738850913445154, 'total_method_cost': 11.297819763422012}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]","['Changed Produk to Item (synonym)', 'Changed Pembayaran to Bayar (synonym)']",92.75941865984248,7,7,7,0,0,8,8,0,Good,Excellent,3.1381939032926027,3.1381939032926027
student_009,89.85665620367027,2.483439435064793,22.0,0.11288361068476331,60.01654379069805,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.195367738604546, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]",['Changed Pembayaran to Transaksi (synonym)'],87.89791410588465,7,7,7,0,0,8,8,0,Good,Good,1.958742097785617,1.958742097785617
student_010,89.88329439869074,2.476183418929577,22.0,0.11255379176952623,60.06837247737816,100.0,100.0,"{'nodes_key': 7, 'nodes_student': 7, 'nodes_matched': 7, 'nodes_missing': 0, 'nodes_extra': 0, 'edges_key': 8, 'edges_student': 8, 'edges_wrong_type': 0, 'edges_missing': 0, 'edges_extra': 0, 'total_name_cost': 11.180855706334114, 'total_attr_cost': 7.81572457353274, 'total_method_cost': 11.248419056336086}",28,"{'node_substitutions': 28, 'edge_wrong_types': 0, 'total_operations': 28}",minor_semantic,"[85, 95]","['Changed Pembayaran to Transaksi (synonym)', 'Changed Pelanggan to Klien (synonym)']",93.92350474466699,7,7,7,0,0,8,8,0,Good,Excellent,4.040210345976249,4.040210345976249
